origin,destination,driving_distance,from_center,to_center
"Hufelandstrasse 55, ESSEN","Anichstrasse 35, INNSBRUCK",734.2,GESTP,AIBTP
"Hufelandstrasse 55, ESSEN","10, Avenue Hippocrate, Brussels",224.8,GESTP,BLATP
"Hufelandstrasse 55, ESSEN","Universitaetsklinik, BOCHUM",20.003,GESTP,GBBTP
"Hufelandstrasse 55, ESSEN","Pacelli Allee 4, FULDA",294.953,GESTP,GFDTP
"Hufelandstrasse 55, ESSEN","Lessingstrasse 1, JENA",385.285,GESTP,GJETP
"Hufelandstrasse 55, ESSEN","Haifa-Allee 2, Mainz",248.186,GESTP,GMIOR
"Hufelandstrasse 55, ESSEN","Organisationsburo, REGENSBURG",563.377,GESTP,GRBTP
"Hufelandstrasse 55, ESSEN","4 Rue Barble, LUXEMBOURG",257.739,GESTP,LLXTP
"Hufelandstrasse 55, ESSEN","Heidelberglaan 100, UTRECHT",167.713,GESTP,NUTTP
"Hufelandstrasse 55, ESSEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",982.245,GESTP,AKTTP
"Hufelandstrasse 55, ESSEN","Herestraat 49, LEUVEN",206.102,GESTP,BLETP
"Hufelandstrasse 55, ESSEN","Herestraat 49, LEUVEN",206.102,GESTP,BLMTP
"Hufelandstrasse 55, ESSEN","Campus Virchow-Klinikum, BERLIN",531.059,GESTP,GBCTP
"Hufelandstrasse 55, ESSEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",247.623,GESTP,GFMTP
"Hufelandstrasse 55, ESSEN","Arnold-Heller-Strasse 3, KIEL",462.366,GESTP,GKITP
"Hufelandstrasse 55, ESSEN","Marchioninistr. 15, Munich",636.882,GESTP,GMLTP
"Hufelandstrasse 55, ESSEN","Ernst-Heydemann-Strasse 8, ROSTOCK",550.043,GESTP,GROTP
"Hufelandstrasse 55, ESSEN","Meibergdreef 9, Amsterdam",196.041,GESTP,NAETP
"Hufelandstrasse 55, ESSEN","Zaloska 7, LJUBLJANA",1048.182,GESTP,SLOTP
"Hufelandstrasse 55, ESSEN","Fadingerstrasse 1, LINZ",790.932,GESTP,AOETP
"Hufelandstrasse 55, ESSEN","Avenue de l Hopital, LIEGE",174.183,GESTP,BLGTP
"Hufelandstrasse 55, ESSEN","Hindenburgdamm 30, Berlin",522.114,GESTP,GBETP
"Hufelandstrasse 55, ESSEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",487.712,GESTP,GFRTP
"Hufelandstrasse 55, ESSEN","Joseph  Stelzmannstrasse 9, KOELN",72.435,GESTP,GKKTP
"Hufelandstrasse 55, ESSEN","Albert Schweitzerstrasse 33, MUENSTER",106.72,GESTP,GMNTP
"Hufelandstrasse 55, ESSEN","Transplantationszentrum, STUTTGART",425.031,GESTP,GSTTP
"Hufelandstrasse 55, ESSEN","De Boelelaan 1117, AMSTERDAM",204.512,GESTP,NAVTP
"Hufelandstrasse 55, ESSEN","Krankenhausstrasse 9, LINZ",792.096,GESTP,AOLTP
"Hufelandstrasse 55, ESSEN","Ksaver 200a, Zagreb",1135.016,GESTP,CHROR
"Hufelandstrasse 55, ESSEN","St. Juergenstrasse, BREMEN",268.389,GESTP,GBMTP
"Hufelandstrasse 55, ESSEN","Klinikstrasse 36, GIESSEN",213.756,GESTP,GGITP
"Hufelandstrasse 55, ESSEN","Joseph-Stelzmann-Str. 9, KOELN",72.435,GESTP,GKLTP
"Hufelandstrasse 55, ESSEN","Baldingerstrasse, MARBURG/LAHN",250.178,GESTP,GMRTP
"Hufelandstrasse 55, ESSEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",461.712,GESTP,GTUTP
"Hufelandstrasse 55, ESSEN","Postbus 22660, AMSTERDAM",203.046,GESTP,NAWTP
"Hufelandstrasse 55, ESSEN","Waehringer Guertel 18-20, Wien",952.394,GESTP,AWDTP
"Hufelandstrasse 55, ESSEN","J. Huttlera 4, Osijek",1416.872,GESTP,COSTP
"Hufelandstrasse 55, ESSEN","Sigmund Freud Strasse 25, BONN-Venusberg",99.658,GESTP,GBOTP
"Hufelandstrasse 55, ESSEN","Ernst Grube Strasse 40, HALLE/Saale",412.249,GESTP,GHATP
"Hufelandstrasse 55, ESSEN","Ostmerheimerstrasse 200, Koln (Merheim)",66.042,GESTP,GKMTP
"Hufelandstrasse 55, ESSEN","Langenbeckstr. 1, Mainz",236.3,GESTP,GMZTP
"Hufelandstrasse 55, ESSEN","ZIM - Medizinische Klinik I, WUERZBURG",361.089,GESTP,GWZTP
"Hufelandstrasse 55, ESSEN","Hanzeplein 1, Groningen",245.288,GESTP,NGRTP
"Hufelandstrasse 55, ESSEN","Abt. Transplantation 09 D, Wien",954.144,GESTP,AWGTP
"Hufelandstrasse 55, ESSEN","Kresimirova 42, Rijeka",1148.559,GESTP,CRITP
"Hufelandstrasse 55, ESSEN","Friedrichstrasse 10, Stuttgart",422.477,GESTP,GBWOR
"Hufelandstrasse 55, ESSEN","Im Neuenheimer Feld 110, HEIDELBERG",310.871,GESTP,GHBTP
"Hufelandstrasse 55, ESSEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",305.099,GESTP,GKSTP
"Hufelandstrasse 55, ESSEN","Maximilianspl. 2, ERLANGEN",443.466,GESTP,GNBTP
"Hufelandstrasse 55, ESSEN","Baross u. 23-25., Budapest",1204.485,GESTP,HBSTP
"Hufelandstrasse 55, ESSEN","Albinusdreef 2, LEIDEN",219.184,GESTP,NLBTP
"Hufelandstrasse 55, ESSEN","Wilrijkstraat 10, EDEGEM",200.183,GESTP,BANTP
"Hufelandstrasse 55, ESSEN","Kispaticeva 12, Zagreb",1133.126,GESTP,CZATP
"Hufelandstrasse 55, ESSEN","Marchioninistrasse 15, Muenchen",636.882,GESTP,GBYOR
"Hufelandstrasse 55, ESSEN","Martinistrasse 52, HAMBURG",377.225,GESTP,GHGTP
"Hufelandstrasse 55, ESSEN","Liebigstrasse 20, LEIPZIG",453.475,GESTP,GLPTP
"Hufelandstrasse 55, ESSEN","Schiffgraben 44, Hannover",254.959,GESTP,GNDOR
"Hufelandstrasse 55, ESSEN","Moricz Zs. krt. 22., Debrecen",1457.768,GESTP,HDBTP
"Hufelandstrasse 55, ESSEN","P. Debyelaan 25, MAASTRICHT",137.077,GESTP,NMSTP
"Hufelandstrasse 55, ESSEN","Laarbeeklaan 101, JETTE/BRUSSEL",236.737,GESTP,BBJTP
"Hufelandstrasse 55, ESSEN","Zajceva 19, Zagreb",1136.107,GESTP,CZMTP
"Hufelandstrasse 55, ESSEN","Fetscherstr. 74, DRESDEN",556.905,GESTP,GDRTP
"Hufelandstrasse 55, ESSEN","Vogelsang 105, HANN. MUENDEN",226.044,GESTP,GHMTP
"Hufelandstrasse 55, ESSEN","Transplantationsbuero, LUEBECK",434.898,GESTP,GLUTP
"Hufelandstrasse 55, ESSEN","Saatwinkler Damm 11-12, Berlin",530.267,GESTP,GNOOR
"Hufelandstrasse 55, ESSEN","Rakoczi ut 2., Pecs",1273.135,GESTP,HPCTP
"Hufelandstrasse 55, ESSEN","Geert Groote Plein 8, NIJMEGEN",113.663,GESTP,NNYTP
"Hufelandstrasse 55, ESSEN","808 Route de Lennik, Brussels",247.154,GESTP,BBRTP
"Hufelandstrasse 55, ESSEN","Pauwelstr. 30, AACHEN",121.766,GESTP,GAKTP
"Hufelandstrasse 55, ESSEN","Moorenstrasse 5, DUESSELDORF",46.267,GESTP,GDUTP
"Hufelandstrasse 55, ESSEN","Stadtfelddamm 65, HANNOVER",265.122,GESTP,GHOTP
"Hufelandstrasse 55, ESSEN","Theodor Kutzer Ufer 1-3, MANNHEIM",303.38,GESTP,GMATP
"Hufelandstrasse 55, ESSEN","Lindenallee, Essen",3.489,GESTP,GNWOR
"Hufelandstrasse 55, ESSEN","Pecsi ut 4., Szeged",1372.149,GESTP,HSZTP
"Hufelandstrasse 55, ESSEN","Dr. Molewaterplein 40, ROTTERDAM",220.093,GESTP,NRDTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Auenbruggerplatz 29, GRAZ",820.364,GHSTP,AGATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","De Pintelaan 185, GENT",395.621,GHSTP,BGETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Stenglinstrasse 2, AUGSBURG",336.358,GHSTP,GAUTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hufelandstrasse 55, ESSEN",318.248,GHSTP,GESTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",0,GHSTP,GHSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ismaningerstr. 22, MUENCHEN",413.006,GHSTP,GMHTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Walter-Koehn-str. 1A, Leipzig",545.859,GHSTP,GOSOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Karolina ut 19-21., Budapest",1067.719,GHSTP,HUNOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Postbus 2060, ROTTERDAM",472.829,GHSTP,NRSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Anichstrasse 35, INNSBRUCK",497.421,GHSTP,AIBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","10, Avenue Hippocrate, Brussels",332.445,GHSTP,BLATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Universitaetsklinik, BOCHUM",332.438,GHSTP,GBBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Pacelli Allee 4, FULDA",258.177,GHSTP,GFDTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Lessingstrasse 1, JENA",444.758,GHSTP,GJETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Haifa-Allee 2, Mainz",117.956,GHSTP,GMIOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Organisationsburo, REGENSBURG",430.177,GHSTP,GRBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","4 Rue Barble, LUXEMBOURG",129.948,GHSTP,LLXTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Heidelberglaan 100, UTRECHT",451.91,GHSTP,NUTTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",762.179,GHSTP,AKTTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Herestraat 49, LEUVEN",338.475,GHSTP,BLETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Herestraat 49, LEUVEN",338.475,GHSTP,BLMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Campus Virchow-Klinikum, BERLIN",695.014,GHSTP,GBCTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",157.12,GHSTP,GFMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Arnold-Heller-Strasse 3, KIEL",741.079,GHSTP,GKITP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Marchioninistr. 15, Munich",400.103,GHSTP,GMLTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ernst-Heydemann-Strasse 8, ROSTOCK",817.808,GHSTP,GROTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Meibergdreef 9, Amsterdam",476.336,GHSTP,NAETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Zaloska 7, LJUBLJANA",828.116,GHSTP,SLOTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Fadingerstrasse 1, LINZ",657.732,GHSTP,AOETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Avenue de l Hopital, LIEGE",287.487,GHSTP,BLGTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hindenburgdamm 30, Berlin",686.46,GHSTP,GBETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hugstetterstrasse 55, FREIBURG IM BREISGAU",199.418,GHSTP,GFRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Joseph  Stelzmannstrasse 9, KOELN",251.8,GHSTP,GKKTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Albert Schweitzerstrasse 33, MUENSTER",404.488,GHSTP,GMNTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Transplantationszentrum, STUTTGART",190.189,GHSTP,GSTTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","De Boelelaan 1117, AMSTERDAM",484.808,GHSTP,NAVTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Krankenhausstrasse 9, LINZ",658.895,GHSTP,AOLTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ksaver 200a, Zagreb",963.07,GHSTP,CHROR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","St. Juergenstrasse, BREMEN",566.157,GHSTP,GBMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Klinikstrasse 36, GIESSEN",215.119,GHSTP,GGITP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Joseph-Stelzmann-Str. 9, KOELN",251.8,GHSTP,GKLTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Baldingerstrasse, MARBURG/LAHN",250.353,GHSTP,GMRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hoppe-Seyler-Strasse 3, TUEBINGEN",224.932,GHSTP,GTUTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Postbus 22660, AMSTERDAM",484.773,GHSTP,NAWTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Waehringer Guertel 18-20, Wien",819.193,GHSTP,AWDTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","J. Huttlera 4, Osijek",1244.071,GHSTP,COSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Sigmund Freud Strasse 25, BONN-Venusberg",244.099,GHSTP,GBOTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ernst Grube Strasse 40, HALLE/Saale",530.942,GHSTP,GHATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ostmerheimerstrasse 200, Koln (Merheim)",256.749,GHSTP,GKMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Langenbeckstr. 1, Mainz",120.645,GHSTP,GMZTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","ZIM - Medizinische Klinik I, WUERZBURG",270.319,GHSTP,GWZTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hanzeplein 1, Groningen",561.051,GHSTP,NGRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Abt. Transplantation 09 D, Wien",820.944,GHSTP,AWGTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Kresimirova 42, Rijeka",928.492,GHSTP,CRITP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Friedrichstrasse 10, Stuttgart",190.425,GHSTP,GBWOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Im Neuenheimer Feld 110, HEIDELBERG",128.318,GHSTP,GHBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",42.684,GHSTP,GKSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Maximilianspl. 2, ERLANGEN",352.696,GHSTP,GNBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Baross u. 23-25., Budapest",1071.285,GHSTP,HBSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Albinusdreef 2, LEIDEN",499.683,GHSTP,NLBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Wilrijkstraat 10, EDEGEM",369.143,GHSTP,BANTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Kispaticeva 12, Zagreb",960.032,GHSTP,CZATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Marchioninistrasse 15, Muenchen",400.103,GHSTP,GBYOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Martinistrasse 52, HAMBURG",655.938,GHSTP,GHGTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Liebigstrasse 20, LEIPZIG",542.949,GHSTP,GLPTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Schiffgraben 44, Hannover",499.162,GHSTP,GNDOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Moricz Zs. krt. 22., Debrecen",1324.567,GHSTP,HDBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","P. Debyelaan 25, MAASTRICHT",275.448,GHSTP,NMSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Laarbeeklaan 101, JETTE/BRUSSEL",348.539,GHSTP,BBJTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Zajceva 19, Zagreb",963.013,GHSTP,CZMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Fetscherstr. 74, DRESDEN",617.879,GHSTP,GDRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Vogelsang 105, HANN. MUENDEN",360.329,GHSTP,GHMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Transplantationsbuero, LUEBECK",702.664,GHSTP,GLUTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Saatwinkler Damm 11-12, Berlin",694.221,GHSTP,GNOOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Rakoczi ut 2., Pecs",1139.935,GHSTP,HPCTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Geert Groote Plein 8, NIJMEGEN",378.971,GHSTP,NNYTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","808 Route de Lennik, Brussels",363.456,GHSTP,BBRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Pauwelstr. 30, AACHEN",272.959,GHSTP,GAKTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Moorenstrasse 5, DUESSELDORF",284.655,GHSTP,GDUTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Stadtfelddamm 65, HANNOVER",499.478,GHSTP,GHOTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Theodor Kutzer Ufer 1-3, MANNHEIM",110.036,GHSTP,GMATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Lindenallee, Essen",320.206,GHSTP,GNWOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Pecsi ut 4., Szeged",1238.948,GHSTP,HSZTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Dr. Molewaterplein 40, ROTTERDAM",473.825,GHSTP,NRDTP
"Ismaningerstr. 22, MUENCHEN","Auenbruggerplatz 29, GRAZ",400.62,GMHTP,AGATP
"Ismaningerstr. 22, MUENCHEN","De Pintelaan 185, GENT",808.118,GMHTP,BGETP
"Ismaningerstr. 22, MUENCHEN","Stenglinstrasse 2, AUGSBURG",84.036,GMHTP,GAUTP
"Ismaningerstr. 22, MUENCHEN","Hufelandstrasse 55, ESSEN",630.315,GMHTP,GESTP
"Ismaningerstr. 22, MUENCHEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",411.246,GMHTP,GHSTP
"Ismaningerstr. 22, MUENCHEN","Ismaningerstr. 22, MUENCHEN",0,GMHTP,GMHTP
"Ismaningerstr. 22, MUENCHEN","Walter-Koehn-str. 1A, Leipzig",432.538,GMHTP,GOSOR
"Ismaningerstr. 22, MUENCHEN","Karolina ut 19-21., Budapest",647.975,GMHTP,HUNOR
"Ismaningerstr. 22, MUENCHEN","Postbus 2060, ROTTERDAM",838.414,GMHTP,NRSTP
"Ismaningerstr. 22, MUENCHEN","Anichstrasse 35, INNSBRUCK",165.84,GMHTP,AIBTP
"Ismaningerstr. 22, MUENCHEN","10, Avenue Hippocrate, Brussels",749.1,GMHTP,BLATP
"Ismaningerstr. 22, MUENCHEN","Universitaetsklinik, BOCHUM",644.877,GMHTP,GBBTP
"Ismaningerstr. 22, MUENCHEN","Pacelli Allee 4, FULDA",375.511,GMHTP,GFDTP
"Ismaningerstr. 22, MUENCHEN","Lessingstrasse 1, JENA",372.358,GMHTP,GJETP
"Ismaningerstr. 22, MUENCHEN","Haifa-Allee 2, Mainz",431.626,GMHTP,GMIOR
"Ismaningerstr. 22, MUENCHEN","Organisationsburo, REGENSBURG",124.112,GMHTP,GRBTP
"Ismaningerstr. 22, MUENCHEN","4 Rue Barble, LUXEMBOURG",533.853,GMHTP,LLXTP
"Ismaningerstr. 22, MUENCHEN","Heidelberglaan 100, UTRECHT",788.242,GMHTP,NUTTP
"Ismaningerstr. 22, MUENCHEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",347.743,GMHTP,AKTTP
"Ismaningerstr. 22, MUENCHEN","Herestraat 49, LEUVEN",736.928,GMHTP,BLETP
"Ismaningerstr. 22, MUENCHEN","Herestraat 49, LEUVEN",736.928,GMHTP,BLMTP
"Ismaningerstr. 22, MUENCHEN","Campus Virchow-Klinikum, BERLIN",581.692,GMHTP,GBCTP
"Ismaningerstr. 22, MUENCHEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",391.926,GMHTP,GFMTP
"Ismaningerstr. 22, MUENCHEN","Arnold-Heller-Strasse 3, KIEL",888.095,GMHTP,GKITP
"Ismaningerstr. 22, MUENCHEN","Marchioninistr. 15, Munich",12.535,GMHTP,GMLTP
"Ismaningerstr. 22, MUENCHEN","Ernst-Heydemann-Strasse 8, ROSTOCK",775.121,GMHTP,GROTP
"Ismaningerstr. 22, MUENCHEN","Meibergdreef 9, Amsterdam",816.571,GMHTP,NAETP
"Ismaningerstr. 22, MUENCHEN","Zaloska 7, LJUBLJANA",413.68,GMHTP,SLOTP
"Ismaningerstr. 22, MUENCHEN","Fadingerstrasse 1, LINZ",237.987,GMHTP,AOETP
"Ismaningerstr. 22, MUENCHEN","Avenue de l Hopital, LIEGE",662.836,GMHTP,BLGTP
"Ismaningerstr. 22, MUENCHEN","Hindenburgdamm 30, Berlin",572.748,GMHTP,GBETP
"Ismaningerstr. 22, MUENCHEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",420.938,GMHTP,GFRTP
"Ismaningerstr. 22, MUENCHEN","Joseph  Stelzmannstrasse 9, KOELN",576.114,GMHTP,GKKTP
"Ismaningerstr. 22, MUENCHEN","Albert Schweitzerstrasse 33, MUENSTER",674.781,GMHTP,GMNTP
"Ismaningerstr. 22, MUENCHEN","Transplantationszentrum, STUTTGART",231.019,GMHTP,GSTTP
"Ismaningerstr. 22, MUENCHEN","De Boelelaan 1117, AMSTERDAM",825.042,GMHTP,NAVTP
"Ismaningerstr. 22, MUENCHEN","Krankenhausstrasse 9, LINZ",239.151,GMHTP,AOLTP
"Ismaningerstr. 22, MUENCHEN","Ksaver 200a, Zagreb",548.634,GMHTP,CHROR
"Ismaningerstr. 22, MUENCHEN","St. Juergenstrasse, BREMEN",760.121,GMHTP,GBMTP
"Ismaningerstr. 22, MUENCHEN","Klinikstrasse 36, GIESSEN",447.971,GMHTP,GGITP
"Ismaningerstr. 22, MUENCHEN","Joseph-Stelzmann-Str. 9, KOELN",576.114,GMHTP,GKLTP
"Ismaningerstr. 22, MUENCHEN","Baldingerstrasse, MARBURG/LAHN",483.205,GMHTP,GMRTP
"Ismaningerstr. 22, MUENCHEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",258.479,GMHTP,GTUTP
"Ismaningerstr. 22, MUENCHEN","Postbus 22660, AMSTERDAM",823.576,GMHTP,NAWTP
"Ismaningerstr. 22, MUENCHEN","Waehringer Guertel 18-20, Wien",399.449,GMHTP,AWDTP
"Ismaningerstr. 22, MUENCHEN","J. Huttlera 4, Osijek",829.635,GMHTP,COSTP
"Ismaningerstr. 22, MUENCHEN","Sigmund Freud Strasse 25, BONN-Venusberg",564.17,GMHTP,GBOTP
"Ismaningerstr. 22, MUENCHEN","Ernst Grube Strasse 40, HALLE/Saale",438.538,GMHTP,GHATP
"Ismaningerstr. 22, MUENCHEN","Ostmerheimerstrasse 200, Koln (Merheim)",570.851,GMHTP,GKMTP
"Ismaningerstr. 22, MUENCHEN","Langenbeckstr. 1, Mainz",430.59,GMHTP,GMZTP
"Ismaningerstr. 22, MUENCHEN","ZIM - Medizinische Klinik I, WUERZBURG",276.722,GMHTP,GWZTP
"Ismaningerstr. 22, MUENCHEN","Hanzeplein 1, Groningen",829.585,GMHTP,NGRTP
"Ismaningerstr. 22, MUENCHEN","Abt. Transplantation 09 D, Wien",401.199,GMHTP,AWGTP
"Ismaningerstr. 22, MUENCHEN","Kresimirova 42, Rijeka",514.057,GMHTP,CRITP
"Ismaningerstr. 22, MUENCHEN","Friedrichstrasse 10, Stuttgart",232.538,GMHTP,GBWOR
"Ismaningerstr. 22, MUENCHEN","Im Neuenheimer Feld 110, HEIDELBERG",347.491,GMHTP,GHBTP
"Ismaningerstr. 22, MUENCHEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",386.769,GMHTP,GKSTP
"Ismaningerstr. 22, MUENCHEN","Maximilianspl. 2, ERLANGEN",191.237,GMHTP,GNBTP
"Ismaningerstr. 22, MUENCHEN","Baross u. 23-25., Budapest",651.54,GMHTP,HBSTP
"Ismaningerstr. 22, MUENCHEN","Albinusdreef 2, LEIDEN",839.713,GMHTP,NLBTP
"Ismaningerstr. 22, MUENCHEN","Wilrijkstraat 10, EDEGEM",773.049,GMHTP,BANTP
"Ismaningerstr. 22, MUENCHEN","Kispaticeva 12, Zagreb",545.596,GMHTP,CZATP
"Ismaningerstr. 22, MUENCHEN","Marchioninistrasse 15, Muenchen",12.535,GMHTP,GBYOR
"Ismaningerstr. 22, MUENCHEN","Martinistrasse 52, HAMBURG",802.954,GMHTP,GHGTP
"Ismaningerstr. 22, MUENCHEN","Liebigstrasse 20, LEIPZIG",429.628,GMHTP,GLPTP
"Ismaningerstr. 22, MUENCHEN","Schiffgraben 44, Hannover",632.896,GMHTP,GNDOR
"Ismaningerstr. 22, MUENCHEN","Moricz Zs. krt. 22., Debrecen",904.823,GMHTP,HDBTP
"Ismaningerstr. 22, MUENCHEN","P. Debyelaan 25, MAASTRICHT",676.44,GMHTP,NMSTP
"Ismaningerstr. 22, MUENCHEN","Laarbeeklaan 101, JETTE/BRUSSEL",761.036,GMHTP,BBJTP
"Ismaningerstr. 22, MUENCHEN","Zajceva 19, Zagreb",548.577,GMHTP,CZMTP
"Ismaningerstr. 22, MUENCHEN","Fetscherstr. 74, DRESDEN",468.476,GMHTP,GDRTP
"Ismaningerstr. 22, MUENCHEN","Vogelsang 105, HANN. MUENDEN",493.918,GMHTP,GHMTP
"Ismaningerstr. 22, MUENCHEN","Transplantationsbuero, LUEBECK",826.855,GMHTP,GLUTP
"Ismaningerstr. 22, MUENCHEN","Saatwinkler Damm 11-12, Berlin",580.9,GMHTP,GNOOR
"Ismaningerstr. 22, MUENCHEN","Rakoczi ut 2., Pecs",720.19,GMHTP,HPCTP
"Ismaningerstr. 22, MUENCHEN","Geert Groote Plein 8, NIJMEGEN",725.864,GMHTP,NNYTP
"Ismaningerstr. 22, MUENCHEN","808 Route de Lennik, Brussels",767.362,GMHTP,BBRTP
"Ismaningerstr. 22, MUENCHEN","Pauwelstr. 30, AACHEN",646.67,GMHTP,GAKTP
"Ismaningerstr. 22, MUENCHEN","Moorenstrasse 5, DUESSELDORF",608.949,GMHTP,GDUTP
"Ismaningerstr. 22, MUENCHEN","Stadtfelddamm 65, HANNOVER",633.067,GMHTP,GHOTP
