origin,destination,driving_time,from_center,to_center
"Stenglinstrasse 2, AUGSBURG","Stadtfelddamm 65, HANNOVER",6.435,GAUTP,GHOTP
"Stenglinstrasse 2, AUGSBURG","Theodor Kutzer Ufer 1-3, MANNHEIM",2.98972222222222,GAUTP,GMATP
"Stenglinstrasse 2, AUGSBURG","Lindenallee, Essen",6.0625,GAUTP,GNWOR
"Stenglinstrasse 2, AUGSBURG","Pecsi ut 4., Szeged",8.66416666666667,GAUTP,HSZTP
"Stenglinstrasse 2, AUGSBURG","Dr. Molewaterplein 40, ROTTERDAM",8.20583333333333,GAUTP,NRDTP
"Hufelandstrasse 55, ESSEN","Auenbruggerplatz 29, GRAZ",9.83027777777778,GESTP,AGATP
"Hufelandstrasse 55, ESSEN","De Pintelaan 185, GENT",2.60916666666667,GESTP,BGETP
"Hufelandstrasse 55, ESSEN","Stenglinstrasse 2, AUGSBURG",5.74277777777778,GESTP,GAUTP
"Hufelandstrasse 55, ESSEN","Hufelandstrasse 55, ESSEN",0,GESTP,GESTP
"Hufelandstrasse 55, ESSEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",3.64222222222222,GESTP,GHSTP
"Hufelandstrasse 55, ESSEN","Ismaningerstr. 22, MUENCHEN",6.59333333333333,GESTP,GMHTP
"Hufelandstrasse 55, ESSEN","Walter-Koehn-str. 1A, Leipzig",4.905,GESTP,GOSOR
"Hufelandstrasse 55, ESSEN","Karolina ut 19-21., Budapest",11.6361111111111,GESTP,HUNOR
"Hufelandstrasse 55, ESSEN","Postbus 2060, ROTTERDAM",2.38,GESTP,NRSTP
"Hufelandstrasse 55, ESSEN","Anichstrasse 35, INNSBRUCK",7.53361111111111,GESTP,AIBTP
"Hufelandstrasse 55, ESSEN","10, Avenue Hippocrate, Brussels",2.29055555555556,GESTP,BLATP
"Hufelandstrasse 55, ESSEN","Universitaetsklinik, BOCHUM",0.374166666666667,GESTP,GBBTP
"Hufelandstrasse 55, ESSEN","Pacelli Allee 4, FULDA",3.37166666666667,GESTP,GFDTP
"Hufelandstrasse 55, ESSEN","Lessingstrasse 1, JENA",4.54027777777778,GESTP,GJETP
"Hufelandstrasse 55, ESSEN","Haifa-Allee 2, Mainz",2.58138888888889,GESTP,GMIOR
"Hufelandstrasse 55, ESSEN","Organisationsburo, REGENSBURG",5.97416666666667,GESTP,GRBTP
"Hufelandstrasse 55, ESSEN","4 Rue Barble, LUXEMBOURG",3.0575,GESTP,LLXTP
"Hufelandstrasse 55, ESSEN","Heidelberglaan 100, UTRECHT",1.85555555555556,GESTP,NUTTP
"Hufelandstrasse 55, ESSEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",9.925,GESTP,AKTTP
"Hufelandstrasse 55, ESSEN","Herestraat 49, LEUVEN",2.10833333333333,GESTP,BLETP
"Hufelandstrasse 55, ESSEN","Herestraat 49, LEUVEN",2.10833333333333,GESTP,BLMTP
"Hufelandstrasse 55, ESSEN","Campus Virchow-Klinikum, BERLIN",5.47305555555556,GESTP,GBCTP
"Hufelandstrasse 55, ESSEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",2.61222222222222,GESTP,GFMTP
"Hufelandstrasse 55, ESSEN","Arnold-Heller-Strasse 3, KIEL",5.00138888888889,GESTP,GKITP
"Hufelandstrasse 55, ESSEN","Marchioninistr. 15, Munich",6.35444444444445,GESTP,GMLTP
"Hufelandstrasse 55, ESSEN","Ernst-Heydemann-Strasse 8, ROSTOCK",5.7125,GESTP,GROTP
"Hufelandstrasse 55, ESSEN","Meibergdreef 9, Amsterdam",2.135,GESTP,NAETP
"Hufelandstrasse 55, ESSEN","Zaloska 7, LJUBLJANA",10.5652777777778,GESTP,SLOTP
"Hufelandstrasse 55, ESSEN","Fadingerstrasse 1, LINZ",8.16111111111111,GESTP,AOETP
"Hufelandstrasse 55, ESSEN","Avenue de l Hopital, LIEGE",1.98111111111111,GESTP,BLGTP
"Hufelandstrasse 55, ESSEN","Hindenburgdamm 30, Berlin",5.54166666666667,GESTP,GBETP
"Hufelandstrasse 55, ESSEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",5.03472222222222,GESTP,GFRTP
"Hufelandstrasse 55, ESSEN","Joseph  Stelzmannstrasse 9, KOELN",0.848611111111111,GESTP,GKKTP
"Hufelandstrasse 55, ESSEN","Albert Schweitzerstrasse 33, MUENSTER",1.255,GESTP,GMNTP
"Hufelandstrasse 55, ESSEN","Transplantationszentrum, STUTTGART",4.38222222222222,GESTP,GSTTP
"Hufelandstrasse 55, ESSEN","De Boelelaan 1117, AMSTERDAM",2.21972222222222,GESTP,NAVTP
"Hufelandstrasse 55, ESSEN","Krankenhausstrasse 9, LINZ",8.15527777777778,GESTP,AOLTP
"Hufelandstrasse 55, ESSEN","Ksaver 200a, Zagreb",11.6191666666667,GESTP,CHROR
"Hufelandstrasse 55, ESSEN","St. Juergenstrasse, BREMEN",2.99277777777778,GESTP,GBMTP
"Hufelandstrasse 55, ESSEN","Klinikstrasse 36, GIESSEN",2.36027777777778,GESTP,GGITP
"Hufelandstrasse 55, ESSEN","Joseph-Stelzmann-Str. 9, KOELN",0.848611111111111,GESTP,GKLTP
"Hufelandstrasse 55, ESSEN","Baldingerstrasse, MARBURG/LAHN",2.76861111111111,GESTP,GMRTP
"Hufelandstrasse 55, ESSEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",4.76416666666667,GESTP,GTUTP
"Hufelandstrasse 55, ESSEN","Postbus 22660, AMSTERDAM",2.21472222222222,GESTP,NAWTP
"Hufelandstrasse 55, ESSEN","Waehringer Guertel 18-20, Wien",9.59361111111111,GESTP,AWDTP
"Hufelandstrasse 55, ESSEN","J. Huttlera 4, Osijek",13.6052777777778,GESTP,COSTP
"Hufelandstrasse 55, ESSEN","Sigmund Freud Strasse 25, BONN-Venusberg",1.14583333333333,GESTP,GBOTP
"Hufelandstrasse 55, ESSEN","Ernst Grube Strasse 40, HALLE/Saale",4.53472222222222,GESTP,GHATP
"Hufelandstrasse 55, ESSEN","Ostmerheimerstrasse 200, Koln (Merheim)",0.753055555555556,GESTP,GKMTP
"Hufelandstrasse 55, ESSEN","Langenbeckstr. 1, Mainz",2.53583333333333,GESTP,GMZTP
"Hufelandstrasse 55, ESSEN","ZIM - Medizinische Klinik I, WUERZBURG",3.81472222222222,GESTP,GWZTP
"Hufelandstrasse 55, ESSEN","Hanzeplein 1, Groningen",2.84055555555556,GESTP,NGRTP
"Hufelandstrasse 55, ESSEN","Abt. Transplantation 09 D, Wien",9.67138888888889,GESTP,AWGTP
"Hufelandstrasse 55, ESSEN","Kresimirova 42, Rijeka",11.8477777777778,GESTP,CRITP
"Hufelandstrasse 55, ESSEN","Friedrichstrasse 10, Stuttgart",4.35888888888889,GESTP,GBWOR
"Hufelandstrasse 55, ESSEN","Im Neuenheimer Feld 110, HEIDELBERG",3.19222222222222,GESTP,GHBTP
"Hufelandstrasse 55, ESSEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",3.365,GESTP,GKSTP
"Hufelandstrasse 55, ESSEN","Maximilianspl. 2, ERLANGEN",4.755,GESTP,GNBTP
"Hufelandstrasse 55, ESSEN","Baross u. 23-25., Budapest",11.7580555555556,GESTP,HBSTP
"Hufelandstrasse 55, ESSEN","Albinusdreef 2, LEIDEN",2.49333333333333,GESTP,NLBTP
"Hufelandstrasse 55, ESSEN","Wilrijkstraat 10, EDEGEM",2.1675,GESTP,BANTP
"Hufelandstrasse 55, ESSEN","Kispaticeva 12, Zagreb",11.4980555555556,GESTP,CZATP
"Hufelandstrasse 55, ESSEN","Marchioninistrasse 15, Muenchen",6.35444444444445,GESTP,GBYOR
"Hufelandstrasse 55, ESSEN","Martinistrasse 52, HAMBURG",4.17722222222222,GESTP,GHGTP
"Hufelandstrasse 55, ESSEN","Liebigstrasse 20, LEIPZIG",4.92416666666667,GESTP,GLPTP
"Hufelandstrasse 55, ESSEN","Schiffgraben 44, Hannover",2.8025,GESTP,GNDOR
"Hufelandstrasse 55, ESSEN","Moricz Zs. krt. 22., Debrecen",13.7577777777778,GESTP,HDBTP
"Hufelandstrasse 55, ESSEN","P. Debyelaan 25, MAASTRICHT",1.47361111111111,GESTP,NMSTP
"Hufelandstrasse 55, ESSEN","Laarbeeklaan 101, JETTE/BRUSSEL",2.40722222222222,GESTP,BBJTP
"Hufelandstrasse 55, ESSEN","Zajceva 19, Zagreb",11.56,GESTP,CZMTP
"Hufelandstrasse 55, ESSEN","Fetscherstr. 74, DRESDEN",5.92166666666667,GESTP,GDRTP
"Hufelandstrasse 55, ESSEN","Vogelsang 105, HANN. MUENDEN",2.65805555555556,GESTP,GHMTP
"Hufelandstrasse 55, ESSEN","Transplantationsbuero, LUEBECK",4.75111111111111,GESTP,GLUTP
"Hufelandstrasse 55, ESSEN","Saatwinkler Damm 11-12, Berlin",5.48861111111111,GESTP,GNOOR
"Hufelandstrasse 55, ESSEN","Rakoczi ut 2., Pecs",13.2375,GESTP,HPCTP
"Hufelandstrasse 55, ESSEN","Geert Groote Plein 8, NIJMEGEN",1.33527777777778,GESTP,NNYTP
"Hufelandstrasse 55, ESSEN","808 Route de Lennik, Brussels",2.52,GESTP,BBRTP
"Hufelandstrasse 55, ESSEN","Pauwelstr. 30, AACHEN",1.39027777777778,GESTP,GAKTP
"Hufelandstrasse 55, ESSEN","Moorenstrasse 5, DUESSELDORF",0.604166666666667,GESTP,GDUTP
"Hufelandstrasse 55, ESSEN","Stadtfelddamm 65, HANNOVER",2.91333333333333,GESTP,GHOTP
"Hufelandstrasse 55, ESSEN","Theodor Kutzer Ufer 1-3, MANNHEIM",3.09388888888889,GESTP,GMATP
"Hufelandstrasse 55, ESSEN","Lindenallee, Essen",0.149722222222222,GESTP,GNWOR
"Hufelandstrasse 55, ESSEN","Pecsi ut 4., Szeged",13.0930555555556,GESTP,HSZTP
"Hufelandstrasse 55, ESSEN","Dr. Molewaterplein 40, ROTTERDAM",2.47194444444444,GESTP,NRDTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Auenbruggerplatz 29, GRAZ",8.57888888888889,GHSTP,AGATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","De Pintelaan 185, GENT",4.26305555555556,GHSTP,BGETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Stenglinstrasse 2, AUGSBURG",3.76638888888889,GHSTP,GAUTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hufelandstrasse 55, ESSEN",3.75083333333333,GHSTP,GESTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",0,GHSTP,GHSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ismaningerstr. 22, MUENCHEN",4.50583333333333,GHSTP,GMHTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Walter-Koehn-str. 1A, Leipzig",5.74805555555556,GHSTP,GOSOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Karolina ut 19-21., Budapest",10.4402777777778,GHSTP,HUNOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Postbus 2060, ROTTERDAM",4.99,GHSTP,NRSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Anichstrasse 35, INNSBRUCK",5.61694444444444,GHSTP,AIBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","10, Avenue Hippocrate, Brussels",3.65305555555556,GHSTP,BLATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Universitaetsklinik, BOCHUM",3.91944444444444,GHSTP,GBBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Pacelli Allee 4, FULDA",2.79833333333333,GHSTP,GFDTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Lessingstrasse 1, JENA",4.85138888888889,GHSTP,GJETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Haifa-Allee 2, Mainz",1.31777777777778,GHSTP,GMIOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Organisationsburo, REGENSBURG",4.66361111111111,GHSTP,GRBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","4 Rue Barble, LUXEMBOURG",1.56722222222222,GHSTP,LLXTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Heidelberglaan 100, UTRECHT",4.82166666666667,GHSTP,NUTTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",7.98333333333333,GHSTP,AKTTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Herestraat 49, LEUVEN",3.80361111111111,GHSTP,BLETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Herestraat 49, LEUVEN",3.80361111111111,GHSTP,BLMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Campus Virchow-Klinikum, BERLIN",7.1175,GHSTP,GBCTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",1.78944444444444,GHSTP,GFMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Arnold-Heller-Strasse 3, KIEL",7.74583333333333,GHSTP,GKITP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Marchioninistr. 15, Munich",4.38722222222222,GHSTP,GMLTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ernst-Heydemann-Strasse 8, ROSTOCK",8.28944444444445,GHSTP,GROTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Meibergdreef 9, Amsterdam",5.02055555555556,GHSTP,NAETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Zaloska 7, LJUBLJANA",8.62527777777778,GHSTP,SLOTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Fadingerstrasse 1, LINZ",6.98138888888889,GHSTP,AOETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Avenue de l Hopital, LIEGE",3.18388888888889,GHSTP,BLGTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hindenburgdamm 30, Berlin",7.14666666666667,GHSTP,GBETP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hugstetterstrasse 55, FREIBURG IM BREISGAU",2.64027777777778,GHSTP,GFRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Joseph  Stelzmannstrasse 9, KOELN",3.08055555555556,GHSTP,GKKTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Albert Schweitzerstrasse 33, MUENSTER",4.65444444444445,GHSTP,GMNTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Transplantationszentrum, STUTTGART",2.37861111111111,GHSTP,GSTTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","De Boelelaan 1117, AMSTERDAM",5.09361111111111,GHSTP,NAVTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Krankenhausstrasse 9, LINZ",6.97194444444444,GHSTP,AOLTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ksaver 200a, Zagreb",9.95666666666667,GHSTP,CHROR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","St. Juergenstrasse, BREMEN",6.33666666666667,GHSTP,GBMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Klinikstrasse 36, GIESSEN",2.35722222222222,GHSTP,GGITP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Joseph-Stelzmann-Str. 9, KOELN",3.08055555555556,GHSTP,GKLTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Baldingerstrasse, MARBURG/LAHN",2.74388888888889,GHSTP,GMRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hoppe-Seyler-Strasse 3, TUEBINGEN",2.67055555555556,GHSTP,GTUTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Postbus 22660, AMSTERDAM",5.14555555555556,GHSTP,NAWTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Waehringer Guertel 18-20, Wien",8.37083333333333,GHSTP,AWDTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","J. Huttlera 4, Osijek",11.9788888888889,GHSTP,COSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Sigmund Freud Strasse 25, BONN-Venusberg",2.88944444444444,GHSTP,GBOTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ernst Grube Strasse 40, HALLE/Saale",5.59972222222222,GHSTP,GHATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Ostmerheimerstrasse 200, Koln (Merheim)",3.17861111111111,GHSTP,GKMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Langenbeckstr. 1, Mainz",1.36194444444444,GHSTP,GMZTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","ZIM - Medizinische Klinik I, WUERZBURG",2.94583333333333,GHSTP,GWZTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hanzeplein 1, Groningen",6.14138888888889,GHSTP,NGRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Abt. Transplantation 09 D, Wien",8.4225,GHSTP,AWGTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Kresimirova 42, Rijeka",9.93388888888889,GHSTP,CRITP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Friedrichstrasse 10, Stuttgart",2.39361111111111,GHSTP,GBWOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Im Neuenheimer Feld 110, HEIDELBERG",1.45361111111111,GHSTP,GHBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",0.564166666666667,GHSTP,GKSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Maximilianspl. 2, ERLANGEN",3.86805555555556,GHSTP,GNBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Baross u. 23-25., Budapest",10.5763888888889,GHSTP,HBSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Albinusdreef 2, LEIDEN",5.35388888888889,GHSTP,NLBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Wilrijkstraat 10, EDEGEM",4.01583333333333,GHSTP,BANTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Kispaticeva 12, Zagreb",9.8725,GHSTP,CZATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Marchioninistrasse 15, Muenchen",4.38722222222222,GHSTP,GBYOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Martinistrasse 52, HAMBURG",7.05694444444444,GHSTP,GHGTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Liebigstrasse 20, LEIPZIG",5.80638888888889,GHSTP,GLPTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Schiffgraben 44, Hannover",5.42666666666667,GHSTP,GNDOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Moricz Zs. krt. 22., Debrecen",12.5802777777778,GHSTP,HDBTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","P. Debyelaan 25, MAASTRICHT",3.23083333333333,GHSTP,NMSTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Laarbeeklaan 101, JETTE/BRUSSEL",3.80722222222222,GHSTP,BBJTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Zajceva 19, Zagreb",9.91944444444444,GHSTP,CZMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Fetscherstr. 74, DRESDEN",6.39333333333333,GHSTP,GDRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Vogelsang 105, HANN. MUENDEN",3.97388888888889,GHSTP,GHMTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Transplantationsbuero, LUEBECK",7.36944444444444,GHSTP,GLUTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Saatwinkler Damm 11-12, Berlin",7.09138888888889,GHSTP,GNOOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Rakoczi ut 2., Pecs",11.9961111111111,GHSTP,HPCTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Geert Groote Plein 8, NIJMEGEN",4.37277777777778,GHSTP,NNYTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","808 Route de Lennik, Brussels",3.90777777777778,GHSTP,BBRTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Pauwelstr. 30, AACHEN",3.31027777777778,GHSTP,GAKTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Moorenstrasse 5, DUESSELDORF",3.39305555555556,GHSTP,GDUTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Stadtfelddamm 65, HANNOVER",5.45888888888889,GHSTP,GHOTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Theodor Kutzer Ufer 1-3, MANNHEIM",1.27583333333333,GHSTP,GMATP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Lindenallee, Essen",3.77361111111111,GHSTP,GNWOR
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Pecsi ut 4., Szeged",11.9016666666667,GHSTP,HSZTP
"Kirrberger Strasse Geb. 41, HOMBURG/SAAR","Dr. Molewaterplein 40, ROTTERDAM",4.98333333333333,GHSTP,NRDTP
"Ismaningerstr. 22, MUENCHEN","Auenbruggerplatz 29, GRAZ",4.44416666666667,GMHTP,AGATP
"Ismaningerstr. 22, MUENCHEN","De Pintelaan 185, GENT",8.25611111111111,GMHTP,BGETP
"Ismaningerstr. 22, MUENCHEN","Stenglinstrasse 2, AUGSBURG",0.903055555555556,GMHTP,GAUTP
"Ismaningerstr. 22, MUENCHEN","Hufelandstrasse 55, ESSEN",6.59277777777778,GMHTP,GESTP
"Ismaningerstr. 22, MUENCHEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",4.44388888888889,GMHTP,GHSTP
"Ismaningerstr. 22, MUENCHEN","Ismaningerstr. 22, MUENCHEN",0.00194444444444444,GMHTP,GMHTP
"Ismaningerstr. 22, MUENCHEN","Walter-Koehn-str. 1A, Leipzig",4.55972222222222,GMHTP,GOSOR
"Ismaningerstr. 22, MUENCHEN","Karolina ut 19-21., Budapest",6.63888888888889,GMHTP,HUNOR
"Ismaningerstr. 22, MUENCHEN","Postbus 2060, ROTTERDAM",8.68777777777778,GMHTP,NRSTP
"Ismaningerstr. 22, MUENCHEN","Anichstrasse 35, INNSBRUCK",1.83583333333333,GMHTP,AIBTP
"Ismaningerstr. 22, MUENCHEN","10, Avenue Hippocrate, Brussels",7.63694444444445,GMHTP,BLATP
"Ismaningerstr. 22, MUENCHEN","Universitaetsklinik, BOCHUM",6.77555555555556,GMHTP,GBBTP
"Ismaningerstr. 22, MUENCHEN","Pacelli Allee 4, FULDA",4.03944444444444,GMHTP,GFDTP
"Ismaningerstr. 22, MUENCHEN","Lessingstrasse 1, JENA",3.99111111111111,GMHTP,GJETP
"Ismaningerstr. 22, MUENCHEN","Haifa-Allee 2, Mainz",4.37694444444444,GMHTP,GMIOR
"Ismaningerstr. 22, MUENCHEN","Organisationsburo, REGENSBURG",1.35361111111111,GMHTP,GRBTP
"Ismaningerstr. 22, MUENCHEN","4 Rue Barble, LUXEMBOURG",5.61277777777778,GMHTP,LLXTP
"Ismaningerstr. 22, MUENCHEN","Heidelberglaan 100, UTRECHT",8.14583333333333,GMHTP,NUTTP
"Ismaningerstr. 22, MUENCHEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",3.84111111111111,GMHTP,AKTTP
"Ismaningerstr. 22, MUENCHEN","Herestraat 49, LEUVEN",7.52861111111111,GMHTP,BLETP
"Ismaningerstr. 22, MUENCHEN","Herestraat 49, LEUVEN",7.52861111111111,GMHTP,BLMTP
"Ismaningerstr. 22, MUENCHEN","Campus Virchow-Klinikum, BERLIN",5.9125,GMHTP,GBCTP
"Ismaningerstr. 22, MUENCHEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",4.30833333333333,GMHTP,GFMTP
"Ismaningerstr. 22, MUENCHEN","Arnold-Heller-Strasse 3, KIEL",8.87,GMHTP,GKITP
"Ismaningerstr. 22, MUENCHEN","Marchioninistr. 15, Munich",0.375,GMHTP,GMLTP
"Ismaningerstr. 22, MUENCHEN","Ernst-Heydemann-Strasse 8, ROSTOCK",7.66055555555556,GMHTP,GROTP
"Ismaningerstr. 22, MUENCHEN","Meibergdreef 9, Amsterdam",8.43916666666667,GMHTP,NAETP
"Ismaningerstr. 22, MUENCHEN","Zaloska 7, LJUBLJANA",4.44944444444444,GMHTP,SLOTP
"Ismaningerstr. 22, MUENCHEN","Fadingerstrasse 1, LINZ",2.61166666666667,GMHTP,AOETP
"Ismaningerstr. 22, MUENCHEN","Avenue de l Hopital, LIEGE",6.93666666666667,GMHTP,BLGTP
"Ismaningerstr. 22, MUENCHEN","Hindenburgdamm 30, Berlin",5.98,GMHTP,GBETP
"Ismaningerstr. 22, MUENCHEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",4.37305555555556,GMHTP,GFRTP
"Ismaningerstr. 22, MUENCHEN","Joseph  Stelzmannstrasse 9, KOELN",6.15861111111111,GMHTP,GKKTP
"Ismaningerstr. 22, MUENCHEN","Albert Schweitzerstrasse 33, MUENSTER",7.32277777777778,GMHTP,GMNTP
"Ismaningerstr. 22, MUENCHEN","Transplantationszentrum, STUTTGART",2.35833333333333,GMHTP,GSTTP
"Ismaningerstr. 22, MUENCHEN","De Boelelaan 1117, AMSTERDAM",8.49027777777778,GMHTP,NAVTP
"Ismaningerstr. 22, MUENCHEN","Krankenhausstrasse 9, LINZ",2.64083333333333,GMHTP,AOLTP
"Ismaningerstr. 22, MUENCHEN","Ksaver 200a, Zagreb",5.75444444444444,GMHTP,CHROR
"Ismaningerstr. 22, MUENCHEN","St. Juergenstrasse, BREMEN",7.69916666666667,GMHTP,GBMTP
"Ismaningerstr. 22, MUENCHEN","Klinikstrasse 36, GIESSEN",4.8025,GMHTP,GGITP
"Ismaningerstr. 22, MUENCHEN","Joseph-Stelzmann-Str. 9, KOELN",6.15861111111111,GMHTP,GKLTP
"Ismaningerstr. 22, MUENCHEN","Baldingerstrasse, MARBURG/LAHN",5.15972222222222,GMHTP,GMRTP
"Ismaningerstr. 22, MUENCHEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",2.66972222222222,GMHTP,GTUTP
"Ismaningerstr. 22, MUENCHEN","Postbus 22660, AMSTERDAM",8.56,GMHTP,NAWTP
"Ismaningerstr. 22, MUENCHEN","Waehringer Guertel 18-20, Wien",4.24666666666667,GMHTP,AWDTP
"Ismaningerstr. 22, MUENCHEN","J. Huttlera 4, Osijek",7.82444444444445,GMHTP,COSTP
"Ismaningerstr. 22, MUENCHEN","Sigmund Freud Strasse 25, BONN-Venusberg",5.97194444444444,GMHTP,GBOTP
"Ismaningerstr. 22, MUENCHEN","Ernst Grube Strasse 40, HALLE/Saale",4.63416666666667,GMHTP,GHATP
"Ismaningerstr. 22, MUENCHEN","Ostmerheimerstrasse 200, Koln (Merheim)",5.96138888888889,GMHTP,GKMTP
"Ismaningerstr. 22, MUENCHEN","Langenbeckstr. 1, Mainz",4.40111111111111,GMHTP,GMZTP
"Ismaningerstr. 22, MUENCHEN","ZIM - Medizinische Klinik I, WUERZBURG",3.06972222222222,GMHTP,GWZTP
"Ismaningerstr. 22, MUENCHEN","Hanzeplein 1, Groningen",8.73638888888889,GMHTP,NGRTP
"Ismaningerstr. 22, MUENCHEN","Abt. Transplantation 09 D, Wien",4.29722222222222,GMHTP,AWGTP
